Party Code,Outlet Code,Transaction Type,Trans Type,Trans Category,Trans Date,Doc No,Pcs,Stock Code,Customer Name,Outlet Nickname,Design No,Collection,Product Category,Sub Category,Dsd Size,Solitaire Uid,Solitaire Shape,Solitaire Color,Solitaire Quality,Sol Wt,Sol Pcs,Collection Charge,Solitaire Mrp,Solitaire Pj Masrgin,Solitaire Extra Pj Masrgin,Sol Customer Disc,Solitaire Net Amount,Diamond Shape,Diamond Color,Diamond Clarity,Diamond Wt,Diamond Pcs,Diamond Mrp,Diamond Pj Margin,Diamond Customer Disc,Diamond Net Amount,Gross Weight,Gold Net Wt,Purity,Metal Colour,Gold Mrp,Gold Pj Margin,Metal Invoice Amt,Paltinum Net Wt,Platinum Pj Margin,Platinum Mrp,Other Metal Mrp,Rco Amount,Sco Amount,Total Customer Discount,Total Pj Extra Margin,Total Pj Margin,Taxable Amount,Tax Amount,Total Amount,Row Status,Session Id,Sales Person,Net Wt,Order For,Order Date,Order No,Order Party,City,Zone
PJ005,PJ005,MEMO INVOICE,INV,OUTRIGHT,45763,DS0062/25-26,1,26FM1,SHREE BALKRISHNA JEWELLERS,SBJ,DOBF11380-0.23-0.29-18KT-2.4,Generic,WRIST WEAR,Oval Bangle,0.23-0.29,13N0Q80,RND,D,VVS2,0.23,1,0,51750,10350,0,0,41400,"RND,RND",EF,VVS,0.17,34,17170,4292.5,0,12877.5,10.52002,10.44,18KT,Rose,100746,15111.9,85634.1,0,0,0,0,0,0,0,0,29754.4,139911.6,4197.348,139911.6,0,1683276,VIPESH SHAH,10.44,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,OUTRIGHT,45763,DS0062/25-26,1,27GJ4,SHREE BALKRISHNA JEWELLERS,SBJ,DPF8401-0.14-0.17-18KT--,Generic,NECKWEAR,Female Pendant,0.14-0.17,13I1P39,RND,EF,VVS,0.17,1,0,35360,7779.2,0,0,27580.8,"RND,RND",EF,VVS,0.11,16,11110,2777.5,0,8332.5,1.60702,1.551,18KT,Rose,14967.15,2245.0725,12722.0775,0,0,0,0,0,0,0,0,12801.7725,48635.3775,1459.0613,48635.3775,0,1683276,VIPESH SHAH,1.551,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,OUTRIGHT,45763,DS0062/25-26,1,20TR4,SHREE BALKRISHNA JEWELLERS,SBJ,DRF9403-0.10-0.13-18KT-10,Generic,RING,Female Ring,0.10-0.13,16S9J22,RND,EF,VVS,0.13,1,0,25740,5662.8,0,0,20077.2,"RND,RND,RND",EF,VVS,0.06,12,6060,1515,0,4545,3.06502,3.027,18KT,Rose,29210.55,4381.5825,24828.9675,0,0,0,0,0,0,0,0,11559.3825,49451.1675,1653.419,49451.1675,0,1683276,VIPESH SHAH,3.027,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,OUTRIGHT,45763,DS0062/25-26,1,51SX3,SHREE BALKRISHNA JEWELLERS,SBJ,DRF11390-0.14-0.17-18KT-14,Generic,RING,Female Ring,0.14-0.17,10C4L01,RND,EF,VVS,0.16,1,0,33280,7321.6,0,0,25958.4,"RND,RND,RND,RND",EF,VVS,0.1,18,10100,2525,0,7575,2.95802,2.906,18KT,Rose,28042.9,4206.435,23836.465,0,0,0,0,0,0,0,0,14053.035,57369.865,1721.096,57369.865,0,1683276,VIPESH SHAH,2.906,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,OUTRIGHT,45763,DS0062/25-26,1,70XF5,SHREE BALKRISHNA JEWELLERS,SBJ,DPF9694-0.14-0.17-18KT--,Generic,NECKWEAR,Female Pendant,0.14-0.17,15P2H99,RND,EF,VVS,0.15,1,0,31200,6864,0,0,24336,"RND,RND,RND,RND",EF,VVS,0.18,27,18180,4545,0,13635,1.32602,1.26,18KT,Rose,12159,1823.85,10335.15,0,0,0,0,0,0,0,0,13232.85,48306.15,1449.1845,48306.15,0,1683276,VIPESH SHAH,1.26,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,OUTRIGHT,45763,DS0062/25-26,1,81NQ3,SHREE BALKRISHNA JEWELLERS,SBJ,DRF9480-0.14-0.17-18KT-11,Generic,RING,Female Ring,0.14-0.17,10R3Q02,RND,EF,VVS,0.15,1,0,31200,6864,0,0,24336,"RND,RND",EF,VVS,0.09,16,9090,2272.5,0,6817.5,3.47502,3.427,18KT,Rose,33070.55,4960.5825,28109.9675,0,0,0,0,0,0,0,0,14097.0825,59263.4675,1777.904,59263.4675,0,1683276,VIPESH SHAH,3.427,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,OUTRIGHT,45763,DS0062/25-26,1,48FO8,SHREE BALKRISHNA JEWELLERS,SBJ,DPF9603-0.30-0.38-18KT--,Generic,NECKWEAR,Female Pendant,0.30-0.38,VDJHGTZ,RND,E,IF,0.35,1,0,108500,21700,0,0,86800,RND,EF,VVS,0.14,16,14140,3535,0,10605,1.26502,1.167,18KT,Rose,11261.55,1689.2325,9572.3175,0,0,0,0,0,0,0,0,26924.2325,106977.3175,3209.3195,106977.3175,0,1683276,VIPESH SHAH,1.167,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,OUTRIGHT,45763,DS0062/25-26,1,93KH4,SHREE BALKRISHNA JEWELLERS,SBJ,DEF8161-0.14-0.17-18KT--,Generic,EARRING,Female Earring,"0.14-0.17,0.14-0.17","11L6U12,14P9X60",RND,EF,VVS,0.3,2,0,62400,13728,0,0,48672,"RND,RND,RND,RND,RND",EF,VVS,0.31,34,31310,7827.5,0,23482.5,3.94502,3.823,18KT,Rose,36891.95,5533.7925,31358.1575,0,0,0,0,0,0,0,0,27089.2925,103512.6575,3105.3797,103512.6575,0,1683276,VIPESH SHAH,3.823,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,OUTRIGHT,45763,DS0062/25-26,1,53IE3,SHREE BALKRISHNA JEWELLERS,SBJ,DPF8377-0.18-0.22-18KT--,Generic,NECKWEAR,Female Pendant,0.18-0.22,16F2J34,RND,D,VVS2,0.21,1,0,45150,9030,0,0,36120,RND,EF,VVS,0.2,24,20200,5050,0,15150,1.383,1.3,18KT,Rose,12545,1881.75,10663.25,0,0,0,0,0,0,0,0,15961.75,61933.25001,2128.8975,61933.25001,0,1683276,VIPESH SHAH,1.3,-,16/02/2024,-,,Jamnagar     ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,14S8X,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.07,1.07,22KT,Yellow,9418.6536,0,9418.6536,0,0,0,0,0,0,0,0,0,9418.6536,282.5596,9418.6536,0,1683276,JIGNESH MEHTA,1.07,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,11N2V,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.076,1.076,22KT,Yellow,9471.4685,0,9471.4685,0,0,0,0,0,0,0,0,0,9471.4685,284.144,9471.4685,0,1683276,JIGNESH MEHTA,1.076,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,10A2K,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9791-0.18-0.22-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,3.009,3.009,22KT,Yellow,26486.6623,0,26486.6623,0,0,0,0,0,0,0,0,0,26486.6623,794.5998,26486.6623,0,1683276,JIGNESH MEHTA,3.009,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,465CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.04,1.04,22KT,Yellow,9154.5792,0,9154.5792,0,0,0,0,0,0,0,0,0,9154.5792,274.6374,9154.5792,0,1683276,JIGNESH MEHTA,1.04,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,401CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.047,1.047,22KT,Yellow,9216.1966,0,9216.1966,0,0,0,0,0,0,0,0,0,9216.1966,276.4858,9216.1966,0,1683276,JIGNESH MEHTA,1.047,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,266CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.053,1.053,22KT,Yellow,9269.0114,0,9269.0114,0,0,0,0,0,0,0,0,0,9269.0114,278.0704,9269.0114,0,1683276,JIGNESH MEHTA,1.053,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,310CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.025,1.025,22KT,Yellow,9022.542,0,9022.542,0,0,0,0,0,0,0,0,0,9022.542,270.6762,9022.542,0,1683276,JIGNESH MEHTA,1.025,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,412CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.023,1.023,22KT,Yellow,9004.937,0,9004.937,0,0,0,0,0,0,0,0,0,9004.937,270.1482,9004.937,0,1683276,JIGNESH MEHTA,1.023,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,459CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.062,1.062,22KT,Yellow,9348.2338,0,9348.2338,0,0,0,0,0,0,0,0,0,9348.2338,280.447,9348.2338,0,1683276,JIGNESH MEHTA,1.062,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,12R2Y,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.088,1.088,22KT,Yellow,9577.0982,0,9577.0982,0,0,0,0,0,0,0,0,0,9577.0982,287.313,9577.0982,0,1683276,JIGNESH MEHTA,1.088,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,10M8P,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.08,1.08,22KT,Yellow,9506.6784,0,9506.6784,0,0,0,0,0,0,0,0,0,9506.6784,285.2004,9506.6784,0,1683276,JIGNESH MEHTA,1.08,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,11M1F,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9790-0.14-0.17-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,2.063,2.063,22KT,Yellow,18159.5162,0,18159.5162,0,0,0,0,0,0,0,0,0,18159.5162,544.7854,18159.5162,0,1683276,JIGNESH MEHTA,2.063,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,297CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.054,1.054,22KT,Yellow,9277.8139,0,9277.8139,0,0,0,0,0,0,0,0,0,9277.8139,278.3344,9277.8139,0,1683276,JIGNESH MEHTA,1.054,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,219CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.038,1.038,22KT,Yellow,9136.9742,0,9136.9742,0,0,0,0,0,0,0,0,0,9136.9742,274.1092,9136.9742,0,1683276,JIGNESH MEHTA,1.038,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,215CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.033,1.033,22KT,Yellow,9092.9618,0,9092.9618,0,0,0,0,0,0,0,0,0,9092.9618,272.7888,9092.9618,0,1683276,JIGNESH MEHTA,1.033,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,319CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.023,1.023,22KT,Yellow,9004.937,0,9004.937,0,0,0,0,0,0,0,0,0,9004.937,270.1482,9004.937,0,1683276,JIGNESH MEHTA,1.023,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,407CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.022,1.022,22KT,Yellow,8996.1346,0,8996.1346,0,0,0,0,0,0,0,0,0,8996.1346,269.884,8996.1346,0,1683276,JIGNESH MEHTA,1.022,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,13W9A,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.08,1.08,22KT,Yellow,9506.6784,0,9506.6784,0,0,0,0,0,0,0,0,0,9506.6784,285.2004,9506.6784,0,1683276,JIGNESH MEHTA,1.08,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,14D1Z,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.05,1.05,22KT,Yellow,9242.604,0,9242.604,0,0,0,0,0,0,0,0,0,9242.604,277.2782,9242.604,0,1683276,JIGNESH MEHTA,1.05,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,10H9K,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9791-0.18-0.22-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,3.007,3.007,22KT,Yellow,26469.0574,0,26469.0574,0,0,0,0,0,0,0,0,0,26469.0574,794.0718,26469.0574,0,1683276,JIGNESH MEHTA,3.007,-,16/02/2024,-,,MUMBAI       ,WEST
PJ164,PJ164,MEMO INVOICE,INV,TCS SALES,45776,DS0110/25-26,1,504CL,MFG-ORO PRECIOUS METALS PVT. LTD.,RS,DSC9789-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,,,,,,,,0,,,,,,,,,,,,,,,1.04,1.04,22KT,Yellow,9154.5792,0,9154.5792,0,0,0,0,0,0,0,0,0,9154.5792,274.6374,9154.5792,0,1683276,JIGNESH MEHTA,1.04,-,16/02/2024,-,,MUMBAI       ,WEST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0162/25-26,1,15D2H,ALANKAR JEWELLERS,ALANKAR,DMF8789-0.18-0.22-18KT--,Generic,NECKWEAR,Mangalsutra,0.18-0.22,12G7W33,RND,H,VS2,0.2,1,0,38200,7640,0,0,30560,RND,GH,VS,0.11,18,8910,2227.5,0,6682.5,2.42002,2.358,18KT,Rose,22754.7,3413.205,19341.495,0,0,0,0,0,0,0,0,13280.705,56583.995,1926.7199,56583.995,0,1683276,BIJOY KUNDER,2.358,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0162/25-26,1,10A4J,ALANKAR JEWELLERS,ALANKAR,DMF8783-0.18-0.22-18KT--,Generic,NECKWEAR,Mangalsutra,0.23-0.29,10T0O67,RND,E,VS2,0.27,1,0,56160,11232,0,0,44928,RND,GH,VS,0.1,16,8100,2025,0,6075,1.624,1.55,18KT,Yellow,14957.5,2243.625,12713.875,0,0,0,0,0,0,0,0,15500.625,63716.875,1911.5063,63716.875,0,1683276,BIJOY KUNDER,1.55,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0162/25-26,1,7U6R6,ALANKAR JEWELLERS,ALANKAR,DNP8409-0.30-0.38-18KT--,Generic,NOSE PIN,Nose Pin,0.30-0.38,TYTTTKK,RND,G,VS1,0.33,1,0,66660,13332,0,0,53328,,,,,,,,,,0.488,0.421,18KT,Yellow,7199.942,1079.9913,6119.9507,0,0,0,0,0,0,0,0,14411.9913,59447.95071,1703.4376,59447.95071,0,1683276,BIJOY KUNDER,0.421,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0162/25-26,1,7W9R3,ALANKAR JEWELLERS,ALANKAR,DRM9341-0.23-0.29-18KT-20,Generic,RING,Male Ring,0.23-0.29,10Q4O08,RND,E,VVS2,0.23,1,0,50830,10166,0,0,40664,,,,,,,,,,4.489,4.442,18KT,Yellow,42865.3,6429.795,36435.505,0,0,0,0,0,0,0,0,16595.795,77099.505,2312.9852,77099.505,0,1683276,BIJOY KUNDER,4.442,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0162/25-26,1,72M96,ALANKAR JEWELLERS,ALANKAR,DCF8887-0.18-0.22-18KT-12,Now & Forever,RING,Couple Female Ring,0.18-0.22,15P6A79,RND,I,VVS1,0.21,1,0,40320,8064,0,0,32256,"RND,RND,RND",GH,VS,0.15,28,12150,3037.5,0,9112.5,3.10002,3.028,18KT,Rose White,29220.2,4383.03,24837.17,0,0,0,0,0,0,0,0,15484.53,66205.67,2228.0901,66205.67,0,1683276,BIJOY KUNDER,3.028,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0162/25-26,1,7S7V0,ALANKAR JEWELLERS,ALANKAR,DMF8812-0.23-0.29-18KT--,Generic,NECKWEAR,Mangalsutra,0.23-0.29,16F8J23,RND,G,VS2,0.23,1,0,47840,9568,0,0,38272,"RND,RND",GH,VS,0.1,21,8100,2025,0,6075,3.126,3.059,18KT,Yellow,29519.35,4427.9025,25091.4475,0,0,0,0,0,0,0,0,16020.9025,69438.4475,2083.1534,69438.4475,0,1683276,BIJOY KUNDER,3.059,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0162/25-26,1,73M19,ALANKAR JEWELLERS,ALANKAR,DPF9590-0.18-0.22-18KT--,Generic,NECKWEAR,Female Pendant,0.18-0.22,11Z7C34,RND,H,VVS2,0.18,1,0,36000,7200,0,0,28800,,,,,,,,,,1.104,1.067,18KT,Yellow,10296.55,1544.4825,8752.0675,0,0,0,0,0,0,0,0,8744.4825,37552.06751,1342.562,37552.06751,0,1683276,BIJOY KUNDER,1.067,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0162/25-26,1,12U1I,ALANKAR JEWELLERS,ALANKAR,DRM9019-0.23-0.29-18KT-20,Generic,RING,Male Ring,0.23-0.29,17N3T61,RND,I,VVS2,0.29,1,0,53650,10730,0,0,42920,,,,,,,,,,7.677,7.618,18KT,White,73513.7,11027.055,62486.645,0,0,0,0,0,0,0,0,21757.055,105406.645,3162.1994,105406.645,0,1683276,BIJOY KUNDER,7.618,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0163/25-26,1,7E9E7,ALANKAR JEWELLERS,ALANKAR,DCM8776-0.23-0.29-18KT-18,Now & Forever,RING,Couple Male Ring,0.23-0.29,10N5K19,RND,G,VVS1,0.25,1,0,55250,11050,0,0,44200,,,,,,,,,,4.69,4.639,18KT,Yellow,47549.75,7132.4625,40417.2875,0,0,0,0,0,0,0,0,18182.4625,84617.2875,2538.5186,84617.2875,0,1683276,BIJOY KUNDER,4.639,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0163/25-26,1,7M1S1,ALANKAR JEWELLERS,ALANKAR,DRM9234-0.30-0.38-18KT-23,Generic,RING,Male Ring,0.30-0.38,VCP6T2P,RND,I,VS2,0.33,1,0,52470,10494,0,0,41976,,,,,,,,,,7.619,7.552,18KT,Yellow White,77408,11611.2,65796.8,0,0,0,0,0,0,0,0,22105.2,107772.8,3233.184,107772.8,0,1683276,BIJOY KUNDER,7.552,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0163/25-26,1,13C2Z,ALANKAR JEWELLERS,ALANKAR,DRF9640-0.80-0.89-18KT-13,Generic,RING,Female Ring,0.80-0.89,42E2U98,RND,G,VS1,0.82,1,0,282080,50774.4,0,0,231305.6,,,,,,,,,,4.664,4.499,18KT,Yellow,46114.75,6917.2125,39197.5375,0,0,0,0,0,0,0,0,57691.6125,270503.1375,8115.0941,270503.1375,0,1683276,BIJOY KUNDER,4.499,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0163/25-26,1,18L4K,ALANKAR JEWELLERS,ALANKAR,DEF8740-0.23-0.29-18KT--,Generic,EARRING,Female Earring,"0.23-0.29,0.23-0.29","15Q2J58,11X6V27",RND,G,VS1,0.47,2,0,99170,19834,0,0,79336,RND,GH,VS,0.31,92,25110,6277.5,0,18832.5,3.621,3.464,18KT,Yellow,35506,5325.9,30180.1,0,0,0,0,0,0,0,0,31437.4,128348.6,3850.458,128348.6,0,1683276,BIJOY KUNDER,3.464,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0163/25-26,1,12U8C,ALANKAR JEWELLERS,ALANKAR,DEF8583---18KT--,Generic,EARRING,Female Earring,"0.10-0.13,0.10-0.13","12Y7H37,12Q9X52",RND,GH,VVS,0.26,2,0,47060,10353.2,0,0,36706.8,,,,,,,,,,1.349,1.297,18KT,Yellow,13294.25,1994.1375,11300.1125,0,0,0,0,0,0,0,0,12347.3375,48006.9125,1440.2074,48006.9125,0,1683276,BIJOY KUNDER,1.297,-,16/02/2024,-,,Patna        ,EAST
PJ015,PJ015,MEMO INVOICE,INV,TCS SALES,45782,DS0163/25-26,1,294AN,ALANKAR JEWELLERS,ALANKAR,DRF8353-0.23-0.29-18KT-11,Generic,RING,Female Ring,0.23-0.29,15O0E69,RND,D,VS1,0.23,1,0,49450,9890,0,0,39560,,,,,,,,,,2.706,2.659,18KT,Rose,27254.75,4088.2125,23166.5375,0,0,0,0,0,0,0,0,13978.2125,62726.5375,1881.7961,62726.5375,0,1683276,BIJOY KUNDER,2.659,-,16/02/2024,-,,Patna        ,EAST
PJ005,PJ005,MEMO INVOICE,INV,Coin-Locket,45777,DS0124/25-26,1,22NY9,SHREE BALKRISHNA JEWELLERS,SBJ,DSC11849-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,0.10-0.13,13I0E85,RND,EF,VVS,0.11,1,0,0,0,0,0,0,,,,,,,,,,1.064,1.042,22KT,Yellow,0,0,0,0,0,0,0,0,0,1000,0,3359.88,0,869.97,24639.12,0,1683276,VIPESH SHAH,1.042,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,Coin-Locket,45777,DS0124/25-26,1,99EZ5,SHREE BALKRISHNA JEWELLERS,SBJ,DSC11849-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,0.10-0.13,18R5F76,RND,EF,VVS,0.1,1,0,0,0,0,0,0,,,,,,,,,,1.044,1.024,22KT,Yellow,0,0,0,0,0,0,0,0,0,1000,0,3359.88,0,869.97,24639.12,0,1683276,VIPESH SHAH,1.024,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,Coin-Locket,45777,DS0124/25-26,1,31YX8,SHREE BALKRISHNA JEWELLERS,SBJ,DSC11849-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,0.10-0.13,12M1L45,RND,EF,VVS,0.11,1,0,0,0,0,0,0,,,,,,,,,,1.048,1.026,22KT,Yellow,0,0,0,0,0,0,0,0,0,1000,0,3359.88,0,869.97,24639.12,0,1683276,VIPESH SHAH,1.026,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,Coin-Locket,45777,DS0124/25-26,1,23OG9,SHREE BALKRISHNA JEWELLERS,SBJ,DSC11849-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,0.10-0.13,11F7S33,RND,EF,VVS,0.1,1,0,0,0,0,0,0,,,,,,,,,,1.065,1.045,22KT,Yellow,0,0,0,0,0,0,0,0,0,1000,0,3359.88,0,869.97,24639.12,0,1683276,VIPESH SHAH,1.045,-,16/02/2024,-,,Jamnagar     ,WEST
PJ005,PJ005,MEMO INVOICE,INV,Coin-Locket,45777,DS0124/25-26,1,7V7P7,SHREE BALKRISHNA JEWELLERS,SBJ,DSC11849-0.10-0.13-22KT--,Generic,COIN,Solitaire Coin,0.10-0.13,18I2L57,RND,EF,VVS,0.1,1,0,0,0,0,0,0,,,,,,,,,,1.034,1.014,22KT,Yellow,0,0,0,0,0,0,0,0,0,1000,0,3359.88,0,869.97,24639.12,0,1683276,VIPESH SHAH,1.014,-,16/02/2024,-,,Jamnagar     ,WEST
