Party Code,Outlet Code,Trans Type,Transaction Type,Trans Category,Trans Date,Doc No,Pcs,Stock Code,Customer Name,Outlet Nickname,Design No,Product Category,Dsd Size,Solitaire Shape,Solitaire Color,Solitaire Quality,Sol Wt,Rate,Premium Per,Prem Amt,Solitaire Mrp,Solitaire Net Amount,Pj Customer Scheme Disc Amt,Customer Sch Disc Amt,Pj Disc,Policy Disc Amt,Extra Pj Disc,Extra Pj Disc Amt,Taxable Amount,Tax Amount,Total Cust Disc Amt,Total Amount,Rco,Sco,Trans Remark,Memo Type,Order No,Order Party Name,Salesperson,City,Zone
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,67DK3C9,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.90-0.99-H-VS1,SOLITAIRE,0.90-0.99,RND,H,VS1,0.92,408000,0,0,375360,375360,0,0,56304,0,0,0,319056,4785.84,0,323841.84,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,63TX4H7,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.70-0.79-I-VS2,SOLITAIRE,0.70-0.79,RND,I,VS2,0.72,227000,0,0,163440,163440,0,0,24516,0,0,0,138924,2083.86,0,141007.86,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,36FR9W6,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.70-0.79-H-IF,SOLITAIRE,0.70-0.79,RND,H,IF,0.71,311000,0,0,220810,220810,0,0,33121.5,0,0,0,187688.5,2815.3275,0,190503.8275,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,94EK9C2,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.39-0.44-D-VVS1,SOLITAIRE,0.39-0.44,RND,D,VVS1,0.42,369000,0,0,154980,154980,0,0,26346.6,0,0,0,128633.4,1929.501,0,130562.901,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,16R8O14,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.39-0.44-F-VS2,SOLITAIRE,0.39-0.44,RND,F,VS2,0.4,195000,0,0,78000,78000,0,0,13260,0,0,0,64740,971.1,0,65711.1,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,17Q3J22,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.39-0.44-F-VS2,SOLITAIRE,0.39-0.44,RND,F,VS2,0.4,195000,0,0,78000,78000,0,0,13260,0,0,0,64740,971.1,0,65711.1,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,99DX7A3,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.39-0.44-H-VVS2,SOLITAIRE,0.39-0.44,RND,H,VVS2,0.4,200000,0,0,80000,80000,0,0,13600,0,0,0,66400,996,0,67396,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,WTTT6AH,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.39-0.44-G-SI1,SOLITAIRE,0.39-0.44,RND,G,SI1,0.44,184000,0,0,80960,80960,0,0,13763.2,0,0,0,67196.8,1007.952,0,68204.752,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,99YD9P4,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.39-0.44-E-VS2,SOLITAIRE,0.39-0.44,RND,E,VS2,0.41,198000,0,0,81180,81180,0,0,13800.6,0,0,0,67379.4,1010.691,0,68390.091,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT031,PJ001,INV,MEMO INVOICE,OUTRIGHT DSD,45808,DS0349/25-26,1,94DJ9W9,RANKA JEWELLERS AND BROTHERS PVT LTD (BUND GARDEN),RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.39-0.44-G-VVS2,SOLITAIRE,0.39-0.44,RND,G,VVS2,0.42,232000,0,0,97440,97440,0,0,16564.8,0,0,0,80875.2,1213.128,0,82088.328,0,0,,Other,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT013,PJ016,INV,MEMO INVOICE,OUTRIGHT DSD,45777,DS0111/25-26,1,24DX6C7,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-1.00-1.23-G-VS1,SOLITAIRE,1.00-1.23,RND,G,VS1,1.05,525000,0,0,551250,551250,0,0,82687.5,0,0,0,468562.5,7028.4375,0,475590.9375,0,0,,Other,-,,NIPUN SHAH,Udaipur,WEST
OT013,PJ016,INV,MEMO INVOICE,OUTRIGHT DSD,45777,DS0111/25-26,1,18I8J22,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-0.18-0.22-E-VS1,SOLITAIRE,0.18-0.22,RND,E,VS1,0.19,196000,0,0,37240,37240,0,0,7448,0,0,0,29792,446.88,0,30238.88,0,0,,Other,-,,NIPUN SHAH,Udaipur,WEST
OT013,PJ016,INV,MEMO INVOICE,OUTRIGHT DSD,45779,DS0142/25-26,1,PATT3TL,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-0.39-0.44-D-VS1,SOLITAIRE,0.39-0.44,RND,D,VS1,0.42,240000,0,0,100800,100800,0,0,20160,0,0,0,79833.6,1197.504,0,81031.104,806.4,0,,Customer Order,-,,NIPUN SHAH,Udaipur,WEST
OT013,PJ016,INV,MEMO INVOICE,OUTRIGHT DSD,45806,DS0306/25-26,1,12T2Q84,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-0.70-0.79-H-SI1,SOLITAIRE,0.70-0.79,RND,H,SI1,0.7,232000,0,0,162400,162400,0,0,29232,0,0,0,131836.32,1977.5448,0,133813.8648,1331.68,0,,Customer Order,-,,NIPUN SHAH,Udaipur,WEST
OT013,PJ016,INV,MEMO INVOICE,OUTRIGHT DSD,45826,DS0470/25-26,1,12V6L28,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-1.00-1.23-G-VVS2,SOLITAIRE,1.00-1.23,RND,G,VVS2,1.04,578000,0,0,601120,601120,0,0,90168,0,0,0,505842.48,7587.6372,0,513430.1172,5109.52,0,,Customer Order,-,,NIPUN SHAH,Udaipur,WEST
PJ005,PJ005,INV,MEMO INVOICE,OUTRIGHT DSD,45819,DS0442/25-26,1,11O9M60,SHREE BALKRISHNA JEWELLERS,SHREE BALKRISHNA JEWELLERS,SOL-RND-0.70-0.79-F-VVS1,SOLITAIRE,0.70-0.79,RND,F,VVS1,0.71,451000,0,0,320210,320210,0,0,57637.8,0,0,0,262572.2,3938.583,0,266510.783,0,0,,Other,-,,NIPUN SHAH,Jamnagar,WEST
PJ005,PJ005,INV,MEMO INVOICE,OUTRIGHT DSD,45819,DS0442/25-26,1,75R5R77,SHREE BALKRISHNA JEWELLERS,SHREE BALKRISHNA JEWELLERS,SOL-RND-0.70-0.79-G-VVS1,SOLITAIRE,0.70-0.79,RND,G,VVS1,0.72,371000,0,0,267120,267120,0,0,48081.6,0,0,0,219038.4,3285.576,0,222323.976,0,0,,Other,-,,NIPUN SHAH,Jamnagar,WEST
PJ005,PJ005,INV,MEMO INVOICE,OUTRIGHT DSD,45819,DS0442/25-26,1,65H1V30,SHREE BALKRISHNA JEWELLERS,SHREE BALKRISHNA JEWELLERS,SOL-RND-0.70-0.79-F-IF,SOLITAIRE,0.70-0.79,RND,F,IF,0.73,457000,0,0,333610,333610,0,0,60049.8,0,0,0,273560.2,4103.403,0,277663.603,0,0,,Other,-,,NIPUN SHAH,Jamnagar,WEST
PJ122,PJ122,INV,MEMO INVOICE,OUTRIGHT DSD,45765,DS0068/25-26,1,7E2H6T6,KULDIP SONS JEWELLERS (P) LTD.(TN),KULDIP SONS JEWELLERS (P) LTD.(TN),SOL-RND-0.50-0.59-G-VVS1,SOLITAIRE,0.50-0.59,RND,G,VVS1,0.52,286000,0,0,148720,148720,0,0,26769.6,0,0,0,120730.896,1810.96344,0,122541.8594,1219.504,0,,Customer Order,-,,VISHAL JAIN,Jamshedpur,EAST
PJ122,PJ122,INV,MEMO INVOICE,OUTRIGHT DSD,45770,DS0089/25-26,1,5H786-03180,KULDIP SONS JEWELLERS (P) LTD.(TN),KULDIP SONS JEWELLERS (P) LTD.(TN),SOL-RND-1.50-1.69-H-VS2,SOLITAIRE,1.50-1.69,RND,H,VS2,1.5,602000,0,0,903000,903000,0,0,108360,0,0,0,786693.6,11800.404,0,798494.004,7946.4,0,,Customer Order,-,,VISHAL JAIN,Jamshedpur,EAST
PJ122,PJ122,INV,MEMO INVOICE,OUTRIGHT DSD,45821,DS0455/25-26,1,94DJ9P4,KULDIP SONS JEWELLERS (P) LTD.(TN),KULDIP SONS JEWELLERS (P) LTD.(TN),SOL-RND-0.50-0.59-I-VVS2,SOLITAIRE,0.50-0.59,RND,I,VVS2,0.54,208000,0,0,112320,112320,0,0,20023.2,1080,0,0,90304.632,1354.56948,1080,91659.20148,912.168,0,,Customer Order,-,,VISHAL JAIN,Jamshedpur,EAST
OT078,PJ014,INV,MEMO INVOICE,OUTRIGHT DSD,45758,DS0042/25-26,1,33EF9N9,ABHARAN JEWELLERS PVT LTD,ABHARAN JEWELLERS PVT LTD.(UDUPI),SOL-RND-0.50-0.59-H-VVS1,SOLITAIRE,0.50-0.59,RND,H,VVS1,0.52,235000,0,0,122200,122200,0,0,21996,0,0,0,99201.96,1488.0294,0,100689.9894,1002.04,0,,Customer Order,-,,SUNIL JOSEPH,Mangalore,South
OT078,PJ014,INV,MEMO INVOICE,OUTRIGHT DSD,45758,DS0042/25-26,1,99RJ9W6,ABHARAN JEWELLERS PVT LTD,ABHARAN JEWELLERS PVT LTD.(UDUPI),SOL-RND-0.50-0.59-H-VVS1,SOLITAIRE,0.50-0.59,RND,H,VVS1,0.52,235000,0,0,122200,122200,0,0,21996,0,0,0,99201.96,1488.0294,0,100689.9894,1002.04,0,,Customer Order,-,,SUNIL JOSEPH,Mangalore,South
OT107,PJ163,INV,MEMO INVOICE,OUTRIGHT DSD,45785,DS0200/25-26,1,93G8H95,RANKA JEWELLERS & SONS PVT LTD (BANER),RANKA JEWELLERS & SONS PVT LTD,SOL-RND-0.30-0.38-F-VVS2,SOLITAIRE,0.30-0.38,RND,F,VVS2,0.31,225000,0,0,69750,69750,0,0,11857.5,0,0,0,57313.575,859.703625,0,58173.27863,578.925,0,,Customer Order,-,,DIBYAJYOTI HAJRA,PUNE,WEST
OT076,PJ014,INV,MEMO INVOICE,OUTRIGHT DSD,45783,DS0174/25-26,1,12X8A43,ABHARAN JEWELLERS PVT LTD.(KARKALA),ABHARAN JEWELLERS PVT LTD.(UDUPI),SOL-RND-0.10-0.13-EF-VVS,SOLITAIRE,0.10-0.13,RND,EF,VVS,0.11,198000,0,0,21780,21780,0,0,4791.6,0,0,0,16988.4,254.826,0,17243.226,0,0,,Consignment Stock Approved,-,,SUNIL JOSEPH,Karkala,South
PJ002,PJ002,INV,MEMO INVOICE,TCS SALES DSD,45785,DS0192/25-26,1,15V2A95,RANKA JEWELLERS PC PRIVATE LIMITED,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.10-0.13-EF-VVS,SOLITAIRE,0.10-0.13,RND,EF,VVS,0.1,198000,0,0,19800,19800,0,0,3762,0,0,0,16038,240.57,0,16278.57,0,0,,Consignment Stock Approved,-,,DIBYAJYOTI HAJRA,PUNE,WEST
PJ007,PJ007,INV,MEMO INVOICE,TCS SALES DSD,45808,DS0364/25-26,1,36P6R71,BATUKBHAI SONS JEWELLERS PVT. LTD.,BATUKBHAI SONS JEWELLERS PVT. LTD.,SOL-RND-0.70-0.79-F-VS2,SOLITAIRE,0.70-0.79,RND,F,VS2,0.7,312000,0,0,218400,218400,0,0,39312,0,0,0,179088,2686.32,0,181774.32,0,0,,Consignment Stock Approved,-,,DIBYAJYOTI HAJRA,Nagpur,WEST
PJ007,PJ007,INV,MEMO INVOICE,TCS SALES DSD,45808,DS0364/25-26,1,GTLRW6T,BATUKBHAI SONS JEWELLERS PVT. LTD.,BATUKBHAI SONS JEWELLERS PVT. LTD.,SOL-RND-0.39-0.44-G-VVS1,SOLITAIRE,0.39-0.44,RND,G,VVS1,0.4,257000,0,0,102800,102800,0,0,20560,0,0,0,82240,1233.6,0,83473.6,0,0,,Consignment Stock Approved,-,,DIBYAJYOTI HAJRA,Nagpur,WEST
PJ082,PJ082,INV,MEMO INVOICE,TCS SALES DSD,45756,DS0018/25-26,1,11O7R51,R.RING PALACE,R.RING PALACE,SOL-RND-0.39-0.44-I-VS2,SOLITAIRE,0.39-0.44,RND,I,VS2,0.4,171000,0,0,68400,68400,0,0,11628,0,0,0,56772,851.58,0,57623.58,0,0,,Consignment Stock Approved,-,,Tanmay Mehta,Khandwa,Central
PJ092,PJ092,INV,MEMO INVOICE,TCS SALES DSD,45794,DS0257/25-26,1,13I3W80,SUDHAKAR GOPINATH TAK AND SONS,SUDHAKAR GOPINATH TAK AND SONS,SOL-RND-0.30-0.38-I-VVS2,SOLITAIRE,0.30-0.38,RND,I,VVS2,0.31,180000,0,0,55800,55800,0,0,11160,0,0,0,44640,669.6,0,45309.6,0,0,,Consignment Stock Approved,-,,DIBYAJYOTI HAJRA,Nanded,WEST
PJ010,PJ010,INV,MEMO INVOICE,TCS SALES DSD,45780,DS0150/25-26,1,14Q7E35,MADANLAL CHHAGANLAL JEWELLERS,MADANLAL CHHAGANLAL JEWELLERS,SOL-RND-0.30-0.38-J-VS2,SOLITAIRE,0.30-0.38,RND,J,VS2,0.3,147000,0,0,44100,44100,0,0,7497,0,0,0,36603,549.045,0,37152.045,0,0,,Consignment Stock Approved,-,,Tanmay Mehta,Indore,Central
PJ010,PJ010,INV,MEMO INVOICE,TCS SALES DSD,45807,DS0328/25-26,1,38N2M70,MADANLAL CHHAGANLAL JEWELLERS,MADANLAL CHHAGANLAL JEWELLERS,SOL-RND-0.10-0.13-IJ-SI,SOLITAIRE,0.10-0.13,RND,IJ,SI,0.12,135000,0,0,16200,16200,0,0,3078,0,0,0,13122,196.83,0,13318.83,0,0,,Other,-,,Tanmay Mehta,Indore,Central
PJ014,PJ014,INV,MEMO INVOICE,TCS SALES DSD,45784,DS0180/25-26,1,KQ6WNTR,ABHARAN JEWELLERS PVT LTD.(UDUPI),ABHARAN JEWELLERS PVT LTD.(UDUPI),SOL-RND-0.50-0.59-D-IF,SOLITAIRE,0.50-0.59,RND,D,IF,0.51,613000,0,0,312630,312630,0,0,56273.4,0,0,0,256356.6,3845.349,0,260201.949,0,0,,Consignment Stock Approved,-,,SUNIL JOSEPH,UDUPI,South
PJ014,PJ014,INV,MEMO INVOICE,TCS SALES DSD,45821,DS0446/25-26,1,15S7J70,ABHARAN JEWELLERS PVT LTD.(UDUPI),ABHARAN JEWELLERS PVT LTD.(UDUPI),SOL-RND-0.80-0.89-F-VVS1,SOLITAIRE,0.80-0.89,RND,F,VVS1,0.81,535000,0,0,433350,433350,0,0,78003,0,0,0,355347,5330.205,0,360677.205,0,0,,Consignment Stock Approved,-,,RAKESH RAJA,UDUPI,South
PJ016,PJ016,INV,MEMO INVOICE,TCS SALES DSD,45780,DS0154/25-26,1,77R8X64,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-0.30-0.38-H-VS1,SOLITAIRE,0.30-0.38,RND,H,VS1,0.37,197000,0,0,72890,72890,0,0,14578,0,0,0,58312,874.68,0,59186.68,0,0,,Consignment Stock Approved,-,,NIPUN SHAH,Ratlam,Central
PJ016,PJ016,INV,MEMO INVOICE,TCS SALES DSD,45780,DS0154/25-26,1,13L3M52,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-0.60-0.69-I-SI1,SOLITAIRE,0.60-0.69,RND,I,SI1,0.6,193000,0,0,115800,115800,0,0,20844,0,0,0,94956,1424.34,0,96380.34,0,0,,Consignment Stock Approved,-,,NIPUN SHAH,Ratlam,Central
PJ016,PJ016,INV,MEMO INVOICE,TCS SALES DSD,45806,DS0305/25-26,1,74Y5C47,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-0.30-0.38-I-SI1,SOLITAIRE,0.30-0.38,RND,I,SI1,0.3,154000,0,0,46200,46200,0,0,9240,0,0,0,36960,554.4,0,37514.4,0,0,,Consignment Stock Approved,-,,NIPUN SHAH,Ratlam,Central
PJ016,PJ016,INV,MEMO INVOICE,TCS SALES DSD,45806,DS0305/25-26,1,11S9U05,D P ABHUSHAN LTD,D P ABHUSHAN LTD,SOL-RND-0.30-0.38-J-VVS1,SOLITAIRE,0.30-0.38,RND,J,VVS1,0.33,150000,0,0,49500,49500,0,0,9900,0,0,0,39600,594,0,40194,0,0,,Consignment Stock Approved,-,,NIPUN SHAH,Ratlam,Central
PJ024,PJ024,INV,MEMO INVOICE,TCS SALES DSD,45782,DS0161/25-26,1,VDTTXHF,DAVANAM JEWELLERS PVT. LTD.,DAVANAM JEWELLERS PVT. LTD.,SOL-RND-0.30-0.38-E-IF,SOLITAIRE,0.30-0.38,RND,E,IF,0.34,310000,0,0,105400,105400,0,0,21080,0,0,0,84320,1264.8,0,85584.8,0,0,,Consignment Stock Approved,-,,SUNIL JOSEPH,BENGALURU,South
PJ024,PJ024,INV,MEMO INVOICE,TCS SALES DSD,45797,DS0264/25-26,1,5B122-16703,DAVANAM JEWELLERS PVT. LTD.,DAVANAM JEWELLERS PVT. LTD.,SOL-RND-0.45-0.49-D-VVS1,SOLITAIRE,0.45-0.49,RND,D,VVS1,0.47,374000,0,0,175780,175780,0,0,35156,0,0,0,140624,2109.36,0,142733.36,0,0,,Consignment Stock Approved,-,,SUNIL JOSEPH,BENGALURU,South
PJ024,PJ024,INV,MEMO INVOICE,TCS SALES DSD,45811,DS0390/25-26,1,12G7I34,DAVANAM JEWELLERS PVT. LTD.,DAVANAM JEWELLERS PVT. LTD.,SOL-RND-0.30-0.38-D-IF,SOLITAIRE,0.30-0.38,RND,D,IF,0.38,399000,0,0,151620,151620,0,0,30324,0,0,0,121296,1819.44,0,123115.44,0,0,,Consignment Stock Approved,-,,RAKESH RAJA,BENGALURU,South
PJ056,PJ056,INV,MEMO INVOICE,TCS SALES DSD,45808,DS0358/25-26,1,18Z0D17,ALANKAR GEMS AND JEWELLERY PVT LTD,ALANKAR GEMS AND JEWELLERY PVT LTD,SOL-RND-1.00-1.23-D-IF,SOLITAIRE,1.00-1.23,RND,D,IF,1.11,1400000,0,0,1554000,1554000,0,0,233100,0,0,0,1320900,19813.5,0,1340713.5,0,0,,Consignment Stock Approved,-,,BIJOY KUNDER,Patna,EAST
PJ071,PJ071,INV,MEMO INVOICE,TCS SALES DSD,45777,DS0126/25-26,1,14U7A36,SONA CHANDIS,SONA CHANDIS,SOL-RND-1.24-1.49-J-VS1,SOLITAIRE,1.24-1.49,RND,J,VS1,1.33,371000,0,0,493430,493430,0,0,74014.5,0,0,0,419415.5,6291.2325,0,425706.7325,0,0,,Consignment Stock Approved,-,,VISHAL JAIN,Kanpur,EAST
PJ071,PJ071,INV,MEMO INVOICE,TCS SALES DSD,45777,DS0126/25-26,1,15D4Y50,SONA CHANDIS,SONA CHANDIS,SOL-RND-0.18-0.22-D-VVS2,SOLITAIRE,0.18-0.22,RND,D,VVS2,0.18,215000,0,0,38700,38700,0,0,7740,0,0,0,30960,464.4,0,31424.4,0,0,,Consignment Stock Approved,-,,VISHAL JAIN,Kanpur,EAST
PJ071,PJ071,INV,MEMO INVOICE,TCS SALES DSD,45782,DS0172/25-26,1,11C6R72,SONA CHANDIS,SONA CHANDIS,SOL-RND-0.18-0.22-H-IF,SOLITAIRE,0.18-0.22,RND,H,IF,0.2,217000,0,0,43400,43400,0,0,8680,0,0,0,34720,520.8,0,35240.8,0,0,,Consignment Stock Approved,-,,VISHAL JAIN,Kanpur,EAST
PJ071,PJ071,INV,MEMO INVOICE,TCS SALES DSD,45782,DS0172/25-26,1,16X9W80,SONA CHANDIS,SONA CHANDIS,SOL-RND-0.60-0.69-I-VS2,SOLITAIRE,0.60-0.69,RND,I,VS2,0.6,207000,0,0,124200,124200,0,0,22356,0,0,0,101844,1527.66,0,103371.66,0,0,,Consignment Stock Approved,-,,VISHAL JAIN,Kanpur,EAST
PJ015,PJ015,INV,MEMO INVOICE,TCS SALES DSD,45811,DS0389/25-26,1,14T3F65,ALANKAR JEWELLERS,ALANKAR JEWELLERS,SOL-RND-0.45-0.49-H-VVS2,SOLITAIRE,0.45-0.49,RND,H,VVS2,0.45,202000,0,0,90900,90900,0,0,18180,0,0,0,72720,1090.8,0,73810.8,0,0,,Consignment Stock Approved,-,,BIJOY KUNDER,Patna,EAST
PJ019,PJ019,INV,MEMO INVOICE,TCS SALES DSD,45780,DS0146/25-26,1,10W3A09,KULDIP SONS JEWELLERS PVT LTD,KULDIP SONS JEWELLERS PVT LTD,SOL-RND-1.50-1.69-I-VS2,SOLITAIRE,1.50-1.69,RND,I,VS2,1.6,535000,0,0,856000,856000,0,0,102720,0,0,0,753280,11299.2,0,764579.2,0,0,,Consignment Stock Approved,-,,VISHAL JAIN,Ranchi,EAST
PJ019,PJ019,INV,MEMO INVOICE,TCS SALES DSD,45780,DS0146/25-26,1,10W6T69,KULDIP SONS JEWELLERS PVT LTD,KULDIP SONS JEWELLERS PVT LTD,SOL-RND-1.50-1.69-I-VS1,SOLITAIRE,1.50-1.69,RND,I,VS1,1.6,569000,0,0,910400,910400,0,0,109248,0,0,0,801152,12017.28,0,813169.28,0,0,,Consignment Stock Approved,-,,VISHAL JAIN,Ranchi,EAST
PJ019,PJ019,INV,MEMO INVOICE,TCS SALES DSD,45808,DS0357/25-26,1,18X1V67,KULDIP SONS JEWELLERS PVT LTD,KULDIP SONS JEWELLERS PVT LTD,SOL-RND-0.70-0.79-I-VS2,SOLITAIRE,0.70-0.79,RND,I,VS2,0.7,227000,0,0,158900,158900,0,0,28602,0,0,0,130298,1954.47,0,132252.47,0,0,,Consignment Stock Approved,-,,VISHAL JAIN,Ranchi,EAST
PJ019,PJ019,INV,MEMO INVOICE,TCS SALES DSD,45808,DS0357/25-26,1,17J1K63,KULDIP SONS JEWELLERS PVT LTD,KULDIP SONS JEWELLERS PVT LTD,SOL-RND-0.70-0.79-J-SI1,SOLITAIRE,0.70-0.79,RND,J,SI1,0.71,188000,0,0,133480,133480,0,0,24026.4,0,0,0,109453.6,1641.804,0,111095.404,0,0,,Consignment Stock Approved,-,,VISHAL JAIN,Ranchi,EAST
PJ025,PJ025,INV,MEMO INVOICE,TCS SALES DSD,45789,DS0208/25-26,1,10K3M61,ANJANEYA JEWELLERS,ANJANEYA JEWELLERS,SOL-RND-0.39-0.44-E-VVS1,SOLITAIRE,0.39-0.44,RND,E,VVS1,0.42,341000,0,0,143220,143220,0,0,28644,0,0,0,114576,1718.64,0,116294.64,0,0,,Consignment Stock Approved,-,,SUNIL JOSEPH,Vijaywada,South
PJ028,PJ028,INV,MEMO INVOICE,TCS SALES DSD,45782,DS0168/25-26,1,ATTP4TT,MLJ SAHELI JEWELLERS LLP (CIVIC CENTRE),MLJ SAHELI JEWELLERS LLP (CIVIC CENTRE),SOL-RND-0.39-0.44-F-VS2,SOLITAIRE,0.39-0.44,RND,F,VS2,0.4,195000,0,0,78000,78000,0,0,15600,0,0,0,62400,936,0,63336,0,0,,Consignment Stock Approved,-,,Tanmay Mehta,Bhilai,Central
PJ028,PJ028,INV,MEMO INVOICE,TCS SALES DSD,45782,DS0168/25-26,1,51B5E69,MLJ SAHELI JEWELLERS LLP (CIVIC CENTRE),MLJ SAHELI JEWELLERS LLP (CIVIC CENTRE),SOL-RND-0.60-0.69-K-SI1,SOLITAIRE,0.60-0.69,RND,K,SI1,0.6,174000,0,0,104400,104400,0,0,18792,0,0,0,85608,1284.12,0,86892.12,0,0,,Consignment Stock Approved,-,,Tanmay Mehta,Bhilai,Central
PJ011,PJ011,INV,MEMO INVOICE,TCS SALES DSD,45813,DS0405/25-26,1,10Y5Q91,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-RND-0.50-0.59-G-SI1,SOLITAIRE,0.50-0.59,RND,G,SI1,0.52,204000,0,0,106080,106080,0,0,19094.4,0,0,0,86985.6,1304.784,0,88290.384,0,0,,Consignment Stock Approved,-,,NILESH JAIN,Kanpur,EAST
PJ053,PJ053,INV,MEMO INVOICE,TCS SALES DSD,45786,DS0206/25-26,1,17O5X85,SRI VASAVI THANGA MAALIGAI,SRI VASAVI THANGA MAALIGAI,SOL-RND-0.18-0.22-F-VVS1,SOLITAIRE,0.18-0.22,RND,F,VVS1,0.18,212000,0,0,38160,38160,0,0,7632,0,0,0,30528,457.92,0,30985.92,0,0,,Consignment Stock Approved,-,,RAKESH RAJA,Dindigul,South
PJ005,PJ005,INV,MEMO INVOICE,TCS SALES DSD,45780,DS0156/25-26,1,12H7Y38,SHREE BALKRISHNA JEWELLERS,SHREE BALKRISHNA JEWELLERS,SOL-RND-0.10-0.13-EF-VVS,SOLITAIRE,0.10-0.13,RND,EF,VVS,0.12,198000,0,0,23760,23760,0,0,5227.2,0,0,0,18532.8,277.992,0,18810.792,0,0,,Customer Order,-,,VIPESH SHAH,Jamnagar,WEST
PJ005,PJ005,INV,MEMO INVOICE,TCS SALES DSD,45799,DS0272/25-26,1,11S7K52,SHREE BALKRISHNA JEWELLERS,SHREE BALKRISHNA JEWELLERS,SOL-RND-0.18-0.22-D-IF,SOLITAIRE,0.18-0.22,RND,D,IF,0.22,298000,0,0,65560,65560,0,0,13112,0,0,0,52448,786.72,0,53234.72,0,0,,Consignment Stock Approved,-,,VIPESH SHAH,Jamnagar,WEST
