Stock Code,Trans Date,Doc No,Vendor Code,Vendor Name,Vendor Inv No,Vendor Inv Date,Item Name,Pcs,Category,Collections,Gross Wt,Gold Wt,Platinum Wt,Silver Wt,Brass Wt,Metal Purity,Gold Rate,Metal Wt,Gold Amount,Platinum Rate,Platinum Amt,Labour Amount,Handling Amount,Branding Amount,Engraving Amount,Enamel Amount,Sol Pcs,Sol Wt,SD Pcs,SD Wt,Sd Rate,Sd Amt,Consumables Wt,Consumbales Amt,Logo Dia Pcs,Logo Dia Wt,Logo Dia Rate,Logo Dia Amt,Amunt bfr Tax,Cgst Amt,Sgst Amt,Igst Amt,Amount Aft Tax
4KGD3,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.061,1.039,0,0,0,22KT,8857.46,1.039,9202.9,0,0,998.48,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10465.88094,0,0,313.9764282,10779.85737
4DPD2,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.078,1.058,0,0,0,22KT,8857.46,1.058,9371.19,0,0,1016.74,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10632.43268,0,0,318.9729804,10951.40566
9FHD2,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.08,1.06,0,0,0,22KT,8857.46,1.06,9388.91,0,0,1018.66,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10652.0676,0,0,319.562028,10971.62963
7DWD7,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.045,1.023,0,0,0,22KT,8857.46,1.023,9061.18,0,0,983.1,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10308.78158,0,0,309.2634474,10618.04503
9RWK4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.061,1.039,0,0,0,22KT,8857.46,1.039,9202.9,0,0,998.48,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10465.88094,0,0,313.9764282,10779.85737
9TAY4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.029,1.007,0,0,0,22KT,8857.46,1.007,8919.46,0,0,967.73,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10151.69222,0,0,304.5507666,10456.24299
4JHX9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.042,1.02,0,0,0,22KT,8857.46,1.02,9034.61,0,0,980.22,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10279.3292,0,0,308.379876,10587.70908
9JAD7,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.1,1.08,0,0,0,22KT,8857.46,1.08,9566.06,0,0,1037.88,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10848.4368,0,0,325.453104,11173.8899
7TAT3,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.083,1.063,0,0,0,22KT,8857.46,1.063,9415.48,0,0,1021.54,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10681.51998,0,0,320.4455994,11001.96558
6TAF9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.053,1.033,0,0,0,22KT,8857.46,1.033,9149.76,0,0,992.71,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10386.96618,0,0,311.6089854,10698.57517
9FGE6,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.038,1.016,0,0,0,22KT,8857.46,1.016,8999.18,0,0,976.38,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10240.05936,0,0,307.2017808,10547.26114
6DAX9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.02,1,0,0,0,22KT,8857.46,1,8857.46,0,0,961,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10062.96,0,0,301.8888,10364.8488
6THD9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.069,1.049,0,0,0,22KT,8857.46,1.049,9291.48,0,0,1008.09,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10544.06554,0,0,316.3219662,10860.38751
9FHK9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.066,1.044,0,0,0,22KT,8857.46,1.044,9247.19,0,0,1003.28,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10514.96824,0,0,315.4490472,10830.41729
9KVR9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.044,1.022,0,0,0,22KT,8857.46,1.022,9052.32,0,0,982.14,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10298.96412,0,0,308.9689236,10607.93304
9YAX4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.055,1.033,0,0,0,22KT,8857.46,1.033,9149.76,0,0,992.71,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10406.96618,0,0,312.2089854,10719.17517
9KVF2,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.048,1.028,0,0,0,22KT,8857.46,1.028,9105.47,0,0,987.91,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10337.87888,0,0,310.1363664,10648.01525
4TAK9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.028,1.006,0,0,0,22KT,8857.46,1.006,8910.6,0,0,966.77,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10141.87476,0,0,304.2562428,10446.131
6FUD9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.055,1.035,0,0,0,22KT,8857.46,1.035,9167.47,0,0,994.63,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10406.6011,0,0,312.198033,10718.79913
7XGD4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.037,1.015,0,0,0,22KT,8857.46,1.015,8990.32,0,0,975.41,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10230.2319,0,0,306.906957,10537.13886
3XAT2,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.063,1.041,0,0,0,22KT,8857.46,1.041,9220.62,0,0,1000.4,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10485.51586,0,0,314.5654758,10800.08134
4FUX9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.05,1.028,0,0,0,22KT,8857.46,1.028,9105.47,0,0,987.91,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10357.87888,0,0,310.7363664,10668.61525
9DWD4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.051,1.029,0,0,0,22KT,8857.46,1.029,9114.33,0,0,988.87,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10367.69634,0,0,311.0308902,10678.72723
9TAK3,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.036,1.016,0,0,0,22KT,8857.46,1.016,8999.18,0,0,976.38,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10220.05936,0,0,306.6017808,10526.66114
4RGD9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.059,1.039,0,0,0,22KT,8857.46,1.039,9202.9,0,0,998.48,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10445.88094,0,0,313.3764282,10759.25737
9XHR9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.042,1.022,0,0,0,22KT,8857.46,1.022,9052.32,0,0,982.14,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10278.96412,0,0,308.3689236,10587.33304
4DWK6,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.052,1.03,0,0,0,22KT,8857.46,1.03,9123.18,0,0,989.83,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10377.5138,0,0,311.325414,10688.83921
7XHJ4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.047,1.025,0,0,0,22KT,8857.46,1.025,9078.9,0,0,985.02,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10328.4165,0,0,309.852495,10638.269
3ECD3,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.047,1.027,0,0,0,22KT,8857.46,1.027,9096.61,0,0,986.95,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10328.06142,0,0,309.8418426,10637.90326
4FVT3,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.034,1.012,0,0,0,22KT,8857.46,1.012,8963.75,0,0,972.53,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10200.77952,0,0,306.0233856,10506.80291
4TVR9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.042,1.022,0,0,0,22KT,8857.46,1.022,9052.32,0,0,982.14,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10278.96412,0,0,308.3689236,10587.33304
9EAK4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.071,1.051,0,0,0,22KT,8857.46,1.051,9309.19,0,0,1010.01,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10563.70046,0,0,316.9110138,10880.61147
4FPX9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.06,1.04,0,0,0,22KT,8857.46,1.04,9211.76,0,0,999.44,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10455.6984,0,0,313.670952,10769.36935
2JCK6,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.066,1.046,0,0,0,22KT,8857.46,1.046,9264.9,0,0,1005.21,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10514.61316,0,0,315.4383948,10830.05155
4DVK6,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.056,1.034,0,0,0,22KT,8857.46,1.034,9158.61,0,0,993.67,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10416.78364,0,0,312.5035092,10729.28715
6XWE4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.044,1.022,0,0,0,22KT,8857.46,1.022,9052.32,0,0,982.14,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10298.96412,0,0,308.9689236,10607.93304
3ECK4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.031,1.009,0,0,0,22KT,8857.46,1.009,8937.18,0,0,969.65,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10171.32714,0,0,305.1398142,10476.46695
2JGX3,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.048,1.028,0,0,0,22KT,8857.46,1.028,9105.47,0,0,987.91,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10337.87888,0,0,310.1363664,10648.01525
9FVD2,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.068,1.048,0,0,0,22KT,8857.46,1.048,9282.62,0,0,1007.13,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10534.24808,0,0,316.0274424,10850.27552
9RPR6,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.042,1.02,0,0,0,22KT,8857.46,1.02,9034.61,0,0,980.22,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10279.3292,0,0,308.379876,10587.70908
9XAX9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.039,1.019,0,0,0,22KT,8857.46,1.019,9025.75,0,0,979.26,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10249.51174,0,0,307.4853522,10556.99709
3YAD9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.033,1.011,0,0,0,22KT,8857.46,1.011,8954.89,0,0,971.57,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10190.96206,0,0,305.7288618,10496.69092
6YNJ9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.056,1.036,0,0,0,22KT,8857.46,1.036,9176.33,0,0,995.6,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10416.42856,0,0,312.4928568,10728.92142
6EUE7,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.09,1.07,0,0,0,22KT,8857.46,1.07,9477.48,0,0,1028.27,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10750.2522,0,0,322.507566,11072.75977
2DWT4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.031,1.009,0,0,0,22KT,8857.46,1.009,8937.18,0,0,969.65,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10171.32714,0,0,305.1398142,10476.46695
9XGJ6,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.053,1.031,0,0,0,22KT,8857.46,1.031,9132.04,0,0,990.79,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10387.33126,0,0,311.6199378,10698.9512
9ECY7,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.042,1.02,0,0,0,22KT,8857.46,1.02,9034.61,0,0,980.22,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10279.3292,0,0,308.379876,10587.70908
6FND2,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.055,1.035,0,0,0,22KT,8857.46,1.035,9167.47,0,0,994.63,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10406.6011,0,0,312.198033,10718.79913
9DAF4,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.058,1.036,0,0,0,22KT,8857.46,1.036,9176.33,0,0,995.6,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10436.42856,0,0,313.0928568,10749.52142
9TVF7,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.045,1.025,0,0,0,22KT,8857.46,1.025,9078.9,0,0,985.02,200,0,0,0,1,0.1,0,0,,,0,0,,,,,10308.4165,0,0,309.252495,10617.669
4EAJ9,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.031,1.009,0,0,0,22KT,8857.46,1.009,8937.18,0,0,969.65,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10171.32714,0,0,305.1398142,10476.46695
2EWK3,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.033,1.011,0,0,0,22KT,8857.46,1.011,8954.89,0,0,971.57,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10190.96206,0,0,305.7288618,10496.69092
7XGY3,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.062,1.04,0,0,0,22KT,8857.46,1.04,9211.76,0,0,999.44,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10475.6984,0,0,314.270952,10789.96935
4RVJ2,45775,DSJ-PRI-COS-2025-100,117,ORO PRECIOUS METALS PVT. LTD,GSTS/2526/0427,45772,DSC11849,1,COIN,Generic,1.066,1.044,0,0,0,22KT,8857.46,1.044,9247.19,0,0,1003.28,220,0,0,0,1,0.11,0,0,,,0,0,,,,,10514.96824,0,0,315.4490472,10830.41729
61EJ0,45775,DSJ-PRI-COS-2025-96,111,MFG-RADHE SHYAM,RS/013,45773,DRF9764,1,RING,Generic,2.79,2.725,0,0,0,18KT,7328.17,2.725,19969.25,0,0,2180,320,0,0,0,2,0.32,0,0,,,0,0,1,0.005,50000,250,22719.25,0,0,681.5775,23400.8275
23WO1,45775,DSJ-PRI-COS-2025-96,111,MFG-RADHE SHYAM,RS/013,45773,DRM8922,1,RING,Generic,4.053,4.012,0,0,0,18KT,7328.75,4.012,29402.96,0,0,3209.6,200,0,0,0,1,0.2,0,0,,,0,0,1,0.005,50000,250,33062.56,0,0,991.8768,34054.4368
38UM6,45775,DSJ-PRI-COS-2025-96,111,MFG-RADHE SHYAM,RS/013,45773,DRM8945,1,RING,Generic,5.877,5.838,0,0,0,18KT,7329.14,5.838,42787.54,0,0,4670.4,190,0,0,0,1,0.19,0,0,,,0,0,1,0.005,50000,250,47897.94,0,0,1436.9382,49334.8782
64WI1,45775,DSJ-PRI-COS-2025-96,111,MFG-RADHE SHYAM,RS/013,45773,DRM9153,1,RING,Generic,4.14,4.097,0,0,0,18KT,7328.78,4.097,30026.01,0,0,3277.6,210,0,0,0,1,0.21,0,0,,,0,0,1,0.005,50000,250,33763.61,0,0,1012.9083,34776.5183
47CW9,45775,DSJ-PRI-COS-2025-96,111,MFG-RADHE SHYAM,RS/013,45773,DRM9054,1,RING,Generic,7.696,7.657,0,0,0,18KT,7329.35,7.657,56120.81,0,0,6125.6,190,0,0,0,1,0.19,0,0,,,0,0,1,0.005,50000,250,62686.41,0,0,1880.5923,64567.0023
33VZ7,45775,DSJ-PRI-COS-2025-96,111,MFG-RADHE SHYAM,RS/013,45773,DRM8945,1,RING,Generic,5.317,5.276,0,0,0,18KT,7329.05,5.276,38668.08,0,0,4220.8,200,0,0,0,1,0.2,0,0,,,0,0,1,0.005,50000,250,43338.88,0,0,1300.1664,44639.0464
48UQ9,45775,DSJ-PRI-COS-2025-96,111,MFG-RADHE SHYAM,RS/013,45773,DRM8944,1,RING,Generic,4.658,4.621,0,0,0,18KT,7328.92,4.621,33866.93,0,0,3696.8,180,0,0,0,1,0.18,0,0,,,0,0,1,0.005,50000,250,37993.73,0,0,1139.8119,39133.5419
39JE0,45775,DSJ-PRI-COS-2025-96,111,MFG-RADHE SHYAM,RS/013,45773,DRM8913,1,RING,Generic,5.298,5.259,0,0,0,18KT,7329.05,5.259,38543.47,0,0,4207.2,190,0,0,0,1,0.19,0,0,,,0,0,1,0.005,50000,250,43190.67,0,0,1295.7201,44486.3901
29K7I,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF9652,1,RING,Generic,2.291,2.258,0,0,0,18KT,7396,2.258,16700.17,0,0,1806.4,160,0,0,0,1,0.16,0,0,,,0,0,1,0.005,44000,220,18886.568,0,0,566.59704,19453.16504
29J2M,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF9758,1,RING,Generic,2.021,1.99,0,0,0,18KT,7396,1.99,14718.04,0,0,1592,150,0,0,0,1,0.15,0,0,,,0,0,1,0.005,44000,220,16680.04,0,0,500.4012,17180.4412
9YWD9,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF8367,1,RING,Generic,2.702,2.586,0,0,0,18KT,7396,2.586,19126.06,0,0,2068.8,260,0,0,0,1,0.26,22,0.32,39156.24,12530,0,0,1,0.0001,1,0,33984.8521,0,0,1019.545563,35004.39766
27D7W,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DEF11595,1,EARRING,Generic,3.454,3.249,0,0,0,18KT,7396,3.249,24029.6,0,0,2599.2,610,0,0,0,2,0.61,20,0.41,59000,24190,0,0,1,0.005,44000,220,51648.804,0,0,1549.46412,53198.26812
7DUX9,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF9751,1,RING,Generic,2.905,2.843,0,0,0,18KT,7396,2.843,21026.83,0,0,2274.4,220,0,0,0,1,0.22,20,0.09,44000,3960,0,0,1,0.0001,1,0,27481.2281,0,0,824.436843,28305.66494
27D9C,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DSN11891,1,NECKWEAR,Generic,9.32,8.941,0,0,0,18KT,7396,8.941,66127.64,0,0,7152.8,1890,0,0,0,14,1.89,0,0,,,0,0,1,0.005,44000,220,75390.436,0,0,2261.71308,77652.14908
2FUK9,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF8200,1,RING,Generic,2.59,2.52,0,0,0,18KT,7396,2.52,18637.92,0,0,2016,210,0,0,0,1,0.21,16,0.14,44000,6160,0,0,1,0.0001,1,0,27023.9201,0,0,810.717603,27834.6377
9YWE4,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF8474,1,RING,Generic,2.59,2.551,0,0,0,18KT,7396,2.551,18867.2,0,0,2040.8,190,0,0,0,1,0.19,0,0,,,0,0,1,0.005,44000,220,21317.996,0,0,639.53988,21957.53588
42FR7,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DOBF8405,1,WRIST WEAR,Generic,10.136,10.046,0,0,0,18KT,7396,10.046,74300.22,0,0,8036.8,320,0,0,0,1,0.32,16,0.13,62461.51,8120,0,0,1,0.0001,1,0,90777.0121,0,0,2723.310363,93500.32246
44XT7,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DPF9692,1,NECKWEAR,Generic,1.338,1.278,0,0,0,18KT,7396,1.278,9452.09,0,0,1022.4,150,0,0,0,1,0.15,26,0.15,60666.65,9100,0,0,1,0.0001,1,0,19724.4861,0,0,591.734583,20316.22068
29J7I,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF9663,1,RING,Generic,3.3,3.237,0,0,0,18KT,7431.45,3.237,24055.6,0,0,2589.6,150,0,0,0,1,0.15,10,0.16,39000,6240,0,0,1,0.005,44000,220,33255.198,0,0,997.65594,34252.85394
27C2P,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DEF11725,1,EARRING,Generic,4.072,3.886,0,0,0,18KT,7396,3.886,28740.86,0,0,3108.8,640,0,0,0,2,0.64,64,0.29,63310.33,18360,0,0,1,0.0001,1,0,50849.6521,0,0,1525.489563,52375.14166
29J4Z,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF9649,1,RING,Generic,2.863,2.814,0,0,0,18KT,7396,2.814,20812.34,0,0,2251.2,240,0,0,0,2,0.24,0,0,,,0,0,1,0.005,44000,220,23523.544,0,0,705.70632,24229.25032
4KPE7,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRM12036,1,RING,Generic,6.545,6.484,0,0,0,18KT,7396,6.484,47955.66,0,0,5187.2,300,0,0,0,1,0.3,0,0,,,0,0,1,0.005,44000,220,53662.864,0,0,1609.88592,55272.74992
9TGT9,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF9754,1,RING,Generic,1.698,1.647,0,0,0,18KT,7396,1.647,12181.21,0,0,1317.6,200,0,0,0,1,0.2,4,0.05,39000,1950,0,0,1,0.005,44000,220,15868.812,0,0,476.06436,16344.87636
6YGT3,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF11713,1,RING,Generic,2.808,2.75,0,0,0,18KT,7396,2.75,20339,0,0,2200,220,0,0,0,1,0.22,16,0.07,44000,3080,0,0,1,0.0001,1,0,25839.0001,0,0,775.170003,26614.1701
3EHK7,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF11730,1,RING,Generic,3.588,3.506,0,0,0,18KT,7396,3.506,25930.38,0,0,2804.8,250,0,0,0,1,0.25,30,0.16,44000,7040,0,0,1,0.0001,1,0,36025.1761,0,0,1080.755283,37105.93138
6FUK4,45775,DSJ-PRI-COS-2025-91,003,MFG-D P DESIGNS PVT LTD,163-DP-25-26,45772,DRF8687,1,RING,Generic,2.396,2.328,0,0,0,18KT,7396,2.328,17217.89,0,0,1862.4,180,0,0,0,1,0.18,26,0.16,44000,7040,0,0,1,0.0001,1,0,26300.2881,0,0,789.008643,27089.29674
